nprocs, input, strategy, result, average_time, max_time, speed_up, efficiency,speed_up,efficiency,total_overhead
1,1000000000,Strategy 1,1000000000.000000,4.257028,4.257028,1.0,1.0,0.0
2,1000000000,Strategy 1,1000000000.000000,2.136861,2.137000,1.9920580252690687,0.9960290126345344,0.016971999999999987
4,1000000000,Strategy 1,1000000000.000000,1.073829,1.079636,3.9430215368883585,0.9857553842220896,0.061516000000000126
8,1000000000,Strategy 1,1000000000.000000,0.543541,0.550109,7.738517275667187,0.9673146594583983,0.14384399999999964
1,1000000000,Strategy 2,1000000000.000000,4.268024,4.268024,0.9974236321070361,0.9974236321070361,0.010995999999999562
2,1000000000,Strategy 2,1000000000.000000,2.135545,2.135548,1.993412463686136,0.996706231843068,0.01406799999999997
4,1000000000,Strategy 2,1000000000.000000,1.068207,1.068548,3.983937080973433,0.9959842702433582,0.01716400000000018
8,1000000000,Strategy 2,1000000000.000000,0.534468,0.536483,7.935065975995511,0.9918832469994389,0.03483600000000031
1,1000000000,Strategy 3,1000000000.000000,4.268835,4.268835,0.9972341399936985,0.9972341399936985,0.011807000000000123
2,1000000000,Strategy 3,1000000000.000000,2.134670,2.134673,1.9942295611552685,0.9971147805776343,0.012317999999999607
4,1000000000,Strategy 3,1000000000.000000,1.068196,1.068461,3.984261475149771,0.9960653687874428,0.016816000000000386
8,1000000000,Strategy 3,1000000000.000000,0.534440,0.534673,7.961928131774001,0.9952410164717501,0.020355999999999597
