nprocs,max_time,avg_time,speed_up,efficiency,total_overhead
1,10.6198878288,10.6198878288,1.0,1.0,0.0
4,2.6211109161,2.6203906536,4.051674335324019,1.0129185838310049,-0.13544416439999907
9,1.5525319576, 1.4242667357,6.840366651915416,0.7600407391017129,3.3528997896000003
