nprocs,max_time,avg_time,speed_up,efficiency,total_overhead
1,53.6396448612,53.6396448612,1.0,1.0,0.0
4,13.2416582108,13.2328855395,4.050825357918624,1.012706339479656,-0.6730120179999943
9,7.8230550289,7.8193351958,6.856610961196609,0.7618456623551788,16.767850398899995
