nprocs,max_time,avg_time,speed_up,efficiency,total_overhead
1,104.9821150303,104.9821150303,1.0,1.0,0.0
4,26.2086858749,26.1941807866,4.0056230034349465,1.0014057508587366,-0.1473715306999992
9,15.2622308731,13.9873613252,6.878556346263452,0.764284038473717,32.3779628276
