nprocs,max_time,avg_time,speed_up,efficiency,total_overhead
1,3.8087708950,3.8087708950,1.0,1.0,0.0
4,0.9542479515,0.9542327523,3.9913849319906034,0.9978462329976509,0.008220910999999997
9,0.5706961155,0.5382004844,6.673903661781626,0.7415448513090696,1.3274941444999997
